ticker,cik,name,sector,subsector,valuation_price,price_date,price_observations,price_status,price_reason,filing_date,period_end,revenue_ttm,operating_income_ttm,net_income_ttm,free_cash_flow_ttm,cash_and_equivalents,total_debt,stockholders_equity,shares_outstanding,market_cap,net_debt,enterprise_value,earnings_yield,free_cash_flow_yield,price_to_earnings,price_to_fcf,ev_to_operating_income,operating_margin,five_year_revenue_growth,positive_fcf_years,historical_fcf_years,net_debt_to_fcf,price_to_book,five_year_median_fcf,historical_net_income_years,five_year_median_net_income,calculation_status,calculation_warnings,snapshot_source_url,price_source_url
IFF,0000051253,International Flavors & Fragrances,Materials,Specialty Chemicals,84.09,2026-08-14,5,ok,,2026-08-04,2026-07-31,9665000000.0,696000000.0,-384000000.0,565000000.0,569000000.0,5699000000.0,13976000000.0,255149963.0,21455560388.67,5130000000,26585560388.67,-0.0178974584230752,0.0263335000235351,,37.9744431657876,38.1976442365948,0.0720124159337817,-0.0168501058429622,4,5,9.07964601769912,1.53517175076345,607000000,5,-359000000,partial,nonpositive_net_income_ttm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000051253.json,https://hfdatalibrary.com/pages/data
INCY,0000879169,Incyte,Health Care,Biotechnology,120.77,2026-08-14,5,ok,,2026-04-28,2026-04-21,4413226000.0,174636000.0,21270000.0,,3461114000.0,230513000.0,5622847000.0,199782155.0,24127690859.35,-3230601000,20897089859.35,0.000881559703495514,,1134.35311985661,,119.660836593543,0.0395710530120143,0.145469795000962,2,2,,4.29100967167522,,5,597599000,partial,missing_free_cash_flow_ttm;insufficient_fcf_history,https://data.sec.gov/api/xbrl/companyfacts/CIK0000879169.json,https://hfdatalibrary.com/pages/data
INTC,0000050863,Intel,Information Technology,Semiconductors,101.01,2026-08-14,5,ok,,2026-07-24,2026-07-17,53070000000.0,-12122000000.0,-21053000000.0,-10943000000.0,12874000000.0,50537000000.0,87542000000.0,5044000000.0,509494440000,37663000000,547157440000,-0.0413213537717899,-0.0214781539127296,,,,-0.228415300546448,-0.09554230790363,1,5,,5.82,-9411000000,5,1675000000,partial,nonpositive_operating_income_ttm;nonpositive_net_income_ttm;nonpositive_free_cash_flow_ttm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000050863.json,https://hfdatalibrary.com/pages/data
INTU,0000896878,Intuit,Information Technology,Application Software,336.45,2026-08-14,5,ok,,2026-05-20,2026-05-14,18184000000.0,4433000000.0,3468000000.0,6161000000.0,4681000000.0,5412000000.0,20629000000.0,273537000.0,92031523650,731000000,92762523650,0.0376827402444075,0.0669444528967113,26.5373482266436,14.9377574500893,20.9254508572073,0.243785745710515,0.182432781111106,5,5,0.11864956987502,4.46126926414271,4693000000,5,2384000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000896878.json,https://hfdatalibrary.com/pages/data
INVH,0001687229,Invitation Homes,Real Estate,Single-Family Residential REITs,,,,excluded,ticker_unavailable,2026-07-30,2026-07-29,-11859000.0,140952000.0,546797000.0,1125374000.0,75786000.0,8526691000.0,9054417000.0,590623226.0,,,,,,,,,,,,,,,,,,excluded,ticker_unavailable,https://data.sec.gov/api/xbrl/companyfacts/CIK0001687229.json,
IP,0000051434,International Paper,Materials,Paper & Plastic Packaging Products & Materials,41.15,2026-08-14,5,ok,,2026-08-05,2026-07-31,17888000000.0,2097000000.0,172000000.0,572000000.0,726000000.0,9841000000.0,14455000000.0,529569895.0,21791801179.25,9115000000,30906801179.25,0.0078928767101536,0.0262484039430689,126.696518484012,38.0975545091783,14.7385794846209,0.117229427549195,0.0510919308534705,4,5,15.9353146853147,1.5075614790211,757000000,5,557000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000051434.json,https://hfdatalibrary.com/pages/data
IQV,0001478242,IQVIA,Health Care,Life Sciences Tools & Services,242.47,2026-08-14,5,ok,,2026-05-05,2026-04-30,15497000000.0,2192000000.0,1333000000.0,2163000000.0,1947000000.0,15833000000.0,6221000000.0,166900000.0,40468243000,13886000000,54354243000,0.0329394088100143,0.0534493182716136,30.3587719429857,18.7093125288951,24.7966437043796,0.141446731625476,0.0412684438443722,5,5,6.41978733240869,6.50510255585919,2051000000,5,1358000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001478242.json,https://hfdatalibrary.com/pages/data
IR,0001699150,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,84.785,2026-08-14,5,ok,,2026-07-31,2026-07-24,7364300000.0,1114000000.0,529900000.0,1298300000.0,1173500000.0,2778100000.0,10177300000.0,387999429.0,32896531587.765,1604600000,34501131587.765,0.0161080811387752,0.0394661667153649,62.0806408525477,25.3381588136525,30.9704951416203,0.151270317613351,0.10388760547491,5,5,1.23592390048525,3.23234370488882,1220100000,5,608500000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001699150.json,https://hfdatalibrary.com/pages/data
IRM,0001020569,Iron Mountain,Real Estate,Other Specialized REITs,124.44,2026-08-14,5,ok,,2026-08-05,2026-07-24,6443114000.0,1047792000.0,44913000.0,-988268000.0,250710000.0,17349649000.0,-1280920000.0,297702812.0,37046137925.28,17098939000,54145076925.28,0.00121235309576904,-0.0266766808997278,824.842204379133,,51.6754059252982,0.1626219868219,0.113371354663051,2,5,,,-225656000,5,187263000,partial,nonpositive_free_cash_flow_ttm;nonpositive_stockholders_equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0001020569.json,https://hfdatalibrary.com/pages/data
ISRG,0001035267,Intuitive Surgical,Health Care,Health Care Equipment,401.22,2026-08-14,5,ok,,2026-07-21,2026-07-16,9145000000.0,2633700000.0,2626500000.0,,2760400000.0,,18168400000.0,353278038.0,141742214406.36,,,0.0185301182925653,,53.9661962331468,,,0.287993439037726,0.152226916834818,5,5,,7.80157935791594,1303800000,5,1817300000,partial,missing_free_cash_flow_ttm;missing_total_debt,https://data.sec.gov/api/xbrl/companyfacts/CIK0001035267.json,https://hfdatalibrary.com/pages/data
IT,0000749251,Gartner,Information Technology,IT Consulting & Other Services,183.4,2026-08-14,5,ok,,2026-08-04,2026-07-31,6420009000.0,1168747000.0,1265344000.0,,1488706000.0,3184281000.0,-167345000.0,63148976.0,11581522198.4,1695575000,13277097198.4,0.109255413780998,,9.15286451621061,,11.360112324053,0.182047564107776,0.0823683780836351,,0,,,,5,807799000,partial,missing_free_cash_flow_ttm;nonpositive_stockholders_equity;insufficient_fcf_history,https://data.sec.gov/api/xbrl/companyfacts/CIK0000749251.json,https://hfdatalibrary.com/pages/data
ITW,0000049826,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,292.51,2026-08-14,5,ok,,2026-08-06,2026-06-30,15790000000.0,4102000000.0,3365000000.0,2724000000.0,839000000.0,9694000000.0,8242293000.0,284800000.0,83306848000,8855000000,92161848000,0.0403928378132852,0.0326983923338451,24.7568641901932,30.582543318649,22.4675397367138,0.259784673844205,0.0264159846596637,5,5,3.2507342143906,10.107241759059,2707000000,5,3034000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000049826.json,https://hfdatalibrary.com/pages/data
IVZ,0000914208,Invesco,Financials,Asset Management & Custody Banks,31.77,2026-08-14,5,ok,,2026-08-04,2026-06-30,6153100000.0,903700000.0,807000000.0,1156300000.0,915400000.0,1445600000.0,12471900000.0,441499780.0,14026448010.6,530200000,14556648010.6,0.0575341668389701,0.0824371215810422,17.380976469145,12.1304575028972,16.1078322569437,0.146869057873267,-0.0193132971083582,5,5,0.458531522961169,1.12464404065138,1120900000,5,752400000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000914208.json,https://hfdatalibrary.com/pages/data
J,0000052988,Jacobs Solutions,Industrials,Construction & Engineering,145.31,2026-08-14,5,ok,,2026-08-04,2026-07-24,14984646000.0,848284000.0,523173000.0,412154000.0,1172914000.0,3579376000.0,3264489000.0,117038611.0,17006880564.41,2406462000,19413342564.41,0.0307624315945885,0.0242345442739515,32.5071832155138,41.2634126186086,22.8854281872698,0.0566102128805712,,5,5,5.8387447410434,5.20966085791988,633462000,5,715412000,partial,insufficient_revenue_history,https://data.sec.gov/api/xbrl/companyfacts/CIK0000052988.json,https://hfdatalibrary.com/pages/data
JBHT,0000728535,J.B. Hunt,Industrials,Cargo Ground Transportation,276.63,2026-08-14,5,ok,,2026-07-24,2026-06-30,7189568000.0,807101000.0,553884000.0,600416000.0,4162000.0,1395337000.0,3657115000.0,93914939.0,25979689575.57,1391175000,27370864575.57,0.0213198852276066,0.0231109766825159,46.9045676993197,43.2694824514503,33.9125643204134,0.112260013397189,,4,5,2.31701853381655,7.10387547987143,276335000,5,728287000,partial,insufficient_revenue_history,https://data.sec.gov/api/xbrl/companyfacts/CIK0000728535.json,https://hfdatalibrary.com/pages/data
JBL,0000898293,Jabil,Information Technology,Electronic Manufacturing Services,,,,excluded,ticker_unavailable,2026-06-30,2026-06-24,28514000000.0,1163000000.0,577000000.0,1164000000.0,1360000000.0,3306019000.0,1323000000.0,104787089.0,,,,,,,,,,,,,,,,,,excluded,ticker_unavailable,https://data.sec.gov/api/xbrl/companyfacts/CIK0000898293.json,
JCI,0000833444,Johnson Controls,Industrials,Building Products,152.8,2026-08-14,5,ok,,2026-05-06,2026-03-31,23248000000.0,474000000.0,2707000000.0,1798000000.0,698000000.0,9195000000.0,13518000000.0,610115603.0,93225664138.4,8497000000,101722664138.4,0.0290370685477903,0.0192865346320381,34.4387381375693,51.8496463506118,214.604776663291,0.0203888506538197,-0.000761374035749496,5,5,4.7258064516129,6.89640953827489,1410000000,5,1900000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000833444.json,https://hfdatalibrary.com/pages/data
JKHY,0000779152,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,153.66,2026-08-14,5,ok,,2026-05-07,2026-04-24,2319828000.0,538643000.0,429217000.0,481234000.0,20573000.0,125000000.0,2134811000.0,71050780.0,10917662854.8,104427000,11022089854.8,0.0393140002314042,0.0440784814845627,25.4362312182416,22.6868069479713,20.4626995148921,0.232190921051043,0.07810183512783,5,5,0.216998383322874,5.11411214144952,469972000,5,366646000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000779152.json,https://hfdatalibrary.com/pages/data
JNJ,0000200406,Johnson & Johnson,Health Care,Pharmaceuticals,260.71,2026-08-14,5,ok,,2026-07-23,2026-07-17,90627000000.0,17581000000.0,16323000000.0,18549000000.0,20422000000.0,45844000000.0,84971000000.0,2409898597.0,628284663223.87,25422000000,653706663223.87,0.0259802617435272,0.0295232417497204,38.4907592491497,33.8716191290026,37.1825643151055,0.193992960155362,0.0459771960296798,5,5,1.37053210415656,7.39410696854068,19698000000,5,20878000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000200406.json,https://hfdatalibrary.com/pages/data
JPM,0000019617,JPMorgan Chase,Financials,Diversified Banks,362.82,2026-08-14,5,ok,,2026-08-06,2026-06-30,182447000000.0,,17923000000.0,,278793000000.0,269929000000.0,374598000000.0,2658186195.0,964443115269.9,-8864000000,955579115269.9,0.018583781372097,,53.8103618406461,,,,0.10663943502362,,0,,2.57460828747057,,5,49552000000,partial,missing_operating_income_ttm;missing_free_cash_flow_ttm;insufficient_fcf_history,https://data.sec.gov/api/xbrl/companyfacts/CIK0000019617.json,https://hfdatalibrary.com/pages/data
KDP,0001418135,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,29.56,2026-08-14,5,ok,,2026-08-10,2026-08-10,15759000000.0,2664000000.0,1535000000.0,1601000000.0,1517000000.0,29980000000.0,25032000000.0,1360826038.0,40226017683.28,28463000000,68689017683.28,0.0381593826186286,0.0398001117735663,26.2058747122345,25.1255575785634,25.784165797027,0.169046259280411,0.0696471624887045,5,5,17.7782635852592,1.60698376810802,1656000000,5,2079000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001418135.json,https://hfdatalibrary.com/pages/data
KEY,0000091576,KeyCorp,Financials,Regional Banks,22.895,2026-08-14,5,ok,,2026-08-04,2026-07-31,1705000000.0,,861000000.0,1459000000.0,1711000000.0,10967000000.0,19798000000.0,1067128554.0,24431908243.83,9256000000,33687908243.83,0.0352408003258377,0.0597169891700315,28.3762000509059,16.7456533542358,,,-0.300175777346149,5,5,6.34407128169979,1.23405941225528,2101000000,5,1829000000,partial,missing_operating_income_ttm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000091576.json,https://hfdatalibrary.com/pages/data
KEYS,0001601046,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,353.76,2026-08-14,5,ok,,2026-06-04,2026-05-29,5921000000.0,860000000.0,742000000.0,1346000000.0,2412000000.0,1832000000.0,6331000000.0,170895368.0,60455945383.68,-580000000,59875945383.68,0.0122733999988081,0.0222641460894821,81.4770153418868,44.9152640294799,69.6231923066047,0.145245735517649,0.0212703324262415,5,5,-0.430906389301634,9.54919371089559,1148000000,5,894000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001601046.json,https://hfdatalibrary.com/pages/data
KHC,0001637459,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,24.82,2026-08-14,5,ok,,2026-08-05,2026-08-01,,-6919000000.0,-5267000000.0,3494000000.0,2419000000.0,13636000000.0,36006000000.0,1185823758.0,29432145673.56,11217000000,40649145673.56,-0.178953993311182,0.118713736971572,,8.4236249781225,,,,5,5,3.21036061820263,0.817423364815864,3160000000,5,2368000000,partial,missing_revenue_ttm;nonpositive_operating_income_ttm;nonpositive_net_income_ttm;insufficient_revenue_history,https://data.sec.gov/api/xbrl/companyfacts/CIK0001637459.json,https://hfdatalibrary.com/pages/data
KIM,0000879101,Kimco Realty,Real Estate,Retail REITs,24.18,2026-08-14,5,ok,,2026-08-04,2026-07-28,2094828000.0,723979000.0,605870000.0,,699242000.0,7718700000.0,10265601000.0,670789373.0,16219687039.14,7019458000,23239145039.14,0.0373539883068006,,26.7709030635945,,32.0991976827228,0.345603075765648,0.119072379904529,1,1,,1.58000364899629,,5,592810000,partial,missing_free_cash_flow_ttm;insufficient_fcf_history,https://data.sec.gov/api/xbrl/companyfacts/CIK0000879101.json,https://hfdatalibrary.com/pages/data
KKR,0001404912,KKR & Co.,Financials,Asset Management & Custody Banks,,,,excluded,ticker_unavailable,2026-08-06,2026-08-05,2006791000.0,,4857913000.0,4558516000.0,5363009000.0,36914472000.0,31047399000.0,897635601.0,,,,,,,,,,,,,,,,,,excluded,ticker_unavailable,https://data.sec.gov/api/xbrl/companyfacts/CIK0001404912.json,
KLAC,0000319201,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,203.95,2026-08-14,5,ok,,2026-08-06,2026-08-03,13579476000.0,786691000.0,4061643000.0,3767134000.0,1649842000.0,3422097000.0,6349820000.0,1306546783.0,266470216392.85,1772255000,268242471392.85,0.0152423901439402,0.0141371671888697,65.6065085958687,70.7355290236158,340.975645320526,0.0579323532071488,0.101876153942366,5,5,0.470451807660678,41.965003164318,3328214000,5,3387351000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000319201.json,https://hfdatalibrary.com/pages/data
KMB,0000055785,Kimberly-Clark,Consumer Staples,Household Products,108.94,2026-08-14,5,ok,,2026-08-04,2026-07-28,16465000000.0,2669000000.0,2452000000.0,2102000000.0,956000000.0,6482000000.0,1750000000.0,332579038.0,36231160399.72,5526000000,41757160399.72,0.0676765517015831,0.0580163587588612,14.7761665577977,17.2365177924453,15.64524556003,0.162101427269967,-0.0409351357994709,5,5,2.62892483349191,20.7035202284114,1857000000,5,1961000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000055785.json,https://hfdatalibrary.com/pages/data
KMI,0001506307,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,31.72,2026-08-14,5,ok,,2026-07-24,2026-07-23,14328000000.0,4420000000.0,2830000000.0,2728000000.0,89000000.0,32248000000.0,31631000000.0,2226802089.0,70634162263.08,32159000000,102793162263.08,0.040065598703635,0.0386215382556594,24.9590679374841,25.8922882196041,23.256371552733,0.308486878838638,-0.0150701542235695,5,5,11.7884897360704,2.23306763185103,3346000000,5,2625000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001506307.json,https://hfdatalibrary.com/pages/data
KO,0000021344,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,86.875,2026-08-14,5,ok,,2026-04-30,2026-04-28,49284000000.0,14462000000.0,13768000000.0,12562000000.0,10574000000.0,36496000000.0,33633000000.0,4302482418.0,373778160063.75,25922000000,399700160063.75,0.0368346828976091,0.0336081701452473,27.1483265589592,29.7546696436674,27.6379587929574,0.293442090739388,0.0552974113003635,5,5,2.06352491641458,11.1134350210731,9534000000,5,10649000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000021344.json,https://hfdatalibrary.com/pages/data
KR,0000056873,Kroger,Consumer Staples,Food Retail,56.445,2026-08-14,5,ok,,2026-06-26,2026-06-24,146972000000.0,3877000000.0,1060000000.0,1844000000.0,2873000000.0,15378000000.0,6472000000.0,612647282.0,34580875832.49,12505000000,47085875832.49,0.030652780604362,0.0533242711645694,32.6234677665,18.7531864601356,12.1449254146221,0.0263791742644858,0.0172098686628319,5,5,6.78145336225597,5.34315139562577,2884000000,5,2169000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000056873.json,https://hfdatalibrary.com/pages/data
KVUE,0001944048,Kenvue,Consumer Staples,Personal Care Products,,,,excluded,ticker_unavailable,2026-08-06,2026-07-31,15141000000.0,2387000000.0,1418000000.0,1633000000.0,1110000000.0,7687000000.0,10553000000.0,1920773467.0,,,,,,,,,,,,,,,,,,excluded,ticker_unavailable,https://data.sec.gov/api/xbrl/companyfacts/CIK0001944048.json,
L,0000060086,Loews Corporation,Financials,Multi-line Insurance,113.125,2026-08-14,5,ok,,2026-08-03,2026-07-31,3087000000.0,,1422000000.0,3071000000.0,508000000.0,10072000000.0,19115000000.0,204427720.0,23125885825,9564000000,32689885825,0.0614895364770314,0.132794913165234,16.2629295534459,7.53040893031586,,,0.121688099516218,5,5,3.11429501790948,1.20982923489406,2654000000,5,1545000000,partial,missing_operating_income_ttm,https://data.sec.gov/api/xbrl/companyfacts/CIK0000060086.json,https://hfdatalibrary.com/pages/data
LDOS,0001336920,Leidos,Industrials,Diversified Support Services,140.835,2026-08-14,5,ok,,2026-08-04,2026-07-28,16979000000.0,2038000000.0,1402000000.0,1364000000.0,748000000.0,1164000000.0,5284000000.0,125492209.0,17673695254.515,416000000,18089695254.515,0.0793269307753758,0.0771768427800376,12.6060593826783,12.9572545854216,8.87619983047841,0.120030626067495,0.0586166743540899,5,5,0.304985337243402,3.34475686118755,980000000,5,759000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001336920.json,https://hfdatalibrary.com/pages/data
LEN,0000920760,Lennar,Consumer Discretionary,Homebuilding,86.8,2026-08-14,5,ok,,2026-06-29,2026-05-31,35371977000.0,4421666000.0,3297681000.0,278660000.0,3756305000.0,5874995000.0,21620638000.0,,,2118690000,,,,,,,0.125004774259578,0.0594961166651569,5,5,7.60313643867078,,2467602000,5,3967655000,partial,missing_shares_outstanding,https://data.sec.gov/api/xbrl/companyfacts/CIK0000920760.json,https://hfdatalibrary.com/pages/data
LH,0000920148,Labcorp,Health Care,Health Care Services,322.65,2026-08-14,5,ok,,2026-08-05,2026-08-04,13483800000.0,1191100000.0,764500000.0,1261800000.0,141800000.0,6857900000.0,8606800000.0,81100000.0,26166915000,6716100000,32883015000,0.0292162832339999,0.0482211984102826,34.2274885546109,20.7377674750357,27.6072663924104,0.0883356323884958,0.0151729485081602,5,5,5.3226343319068,3.04026060789143,1206000000,5,877700000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000920148.json,https://hfdatalibrary.com/pages/data
LHX,0000202058,L3Harris,Industrials,Aerospace & Defense,289.96,2026-08-14,5,ok,,2026-07-30,2026-07-24,22392000000.0,2320000000.0,1732000000.0,2808000000.0,1521000000.0,9738000000.0,19882000000.0,186214616.0,53994790055.36,8217000000,62211790055.36,0.0320771688939657,0.052005017467815,31.1748210481293,19.2289138373789,26.815426748,0.103608431582708,,5,5,2.92628205128205,2.71576250152701,2151000000,5,1512000000,partial,insufficient_revenue_history,https://data.sec.gov/api/xbrl/companyfacts/CIK0000202058.json,https://hfdatalibrary.com/pages/data
LII,0001069202,Lennox International,Industrials,Building Products,,,,excluded,ticker_unavailable,2026-04-29,2026-04-22,5366800000.0,1041600000.0,816400000.0,773100000.0,48200000.0,18300000.0,1213900000.0,34799968.0,,,,,,,,,,,,,,,,,,excluded,ticker_unavailable,https://data.sec.gov/api/xbrl/companyfacts/CIK0001069202.json,
LIN,0001707925,Linde plc,Materials,Industrial Gases,482.705,2026-08-14,5,ok,,2026-07-31,2026-06-30,33245000000.0,8894000000.0,6885000000.0,5069000000.0,4898000000.0,23152000000.0,39081000000.0,460980163.0,222517429580.915,18254000000,240771429580.915,0.0309413964243928,0.0227802379775232,32.3191618853907,43.8976976880874,27.071219876424,0.267528951722063,0.0249715072998289,5,5,3.60110475438943,5.69374963744313,5518000000,5,6341000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001707925.json,https://hfdatalibrary.com/pages/data
LITE,0001633978,Lumentum,Information Technology,Communications Equipment,,,,excluded,ticker_unavailable,2026-05-06,2026-04-30,1645000000.0,-305100000.0,-439900000.0,-103900000.0,2617800000.0,3281800000.0,2973400000.0,77800000.0,,,,,,,,,,,,,,,,,,excluded,ticker_unavailable,https://data.sec.gov/api/xbrl/companyfacts/CIK0001633978.json,
LLY,0000059478,Lilly (Eli),Health Care,Pharmaceuticals,1214.63,2026-08-14,5,ok,,2026-08-05,2026-08-03,53258200000.0,,,9811100000.0,8950000000.0,54908000000.0,33879000000.0,941357065.0,1143400531860.95,45958000000,1189358531860.95,,0.00858063270622401,,116.541522547008,,,0.231708353318786,,0,4.6842861656695,33.7495360506789,,5,6244800000,partial,missing_operating_income_ttm;missing_net_income_ttm;insufficient_fcf_history,https://data.sec.gov/api/xbrl/companyfacts/CIK0000059478.json,https://hfdatalibrary.com/pages/data
LMT,0000936468,Lockheed Martin,Industrials,Aerospace & Defense,601.7,2026-08-14,5,ok,,2026-07-23,2026-07-20,59812000000.0,5956000000.0,4204000000.0,4139000000.0,3791000000.0,21038000000.0,8768000000.0,230790753.0,138866796080.1,17247000000,156113796080.1,0.030273615570241,0.029805541114469,33.0320637678639,33.5508084271805,26.2111813432001,0.0995786798635725,0.0285953341106748,5,5,4.16694853829427,15.8379101368727,6229000000,5,5732000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000936468.json,https://hfdatalibrary.com/pages/data
LNT,0000352541,Alliant Energy,Utilities,Electric Utilities,70.22,2026-08-14,5,ok,,2026-05-01,2026-03-31,4078000000.0,921000000.0,1013000000.0,-451000000.0,115000000.0,11007000000.0,7422000000.0,258277037.0,18136213538.14,10892000000,29028213538.14,0.0558550988534452,-0.0248673737244855,17.9034684483119,,31.5181471641042,0.225846002942619,0.0442009924684636,0,2,,2.44357498492859,,5,690000000,partial,nonpositive_free_cash_flow_ttm;insufficient_fcf_history,https://data.sec.gov/api/xbrl/companyfacts/CIK0000352541.json,https://hfdatalibrary.com/pages/data
LOW,0000060667,Lowe's,Consumer Discretionary,Home Improvement Retail,218.185,2026-08-14,5,ok,,2026-05-28,2026-05-26,83240000000.0,10307000000.0,6437000000.0,6679000000.0,786000000.0,5077000000.0,-9270000000.0,560707041.0,122337865740.585,4291000000,126628865740.585,0.0526165791844819,0.0545947075303953,19.0054164580682,18.3167937925715,12.2857151198782,0.123822681403172,-0.0269136889015432,5,5,0.6424614463243,,7651000000,5,6957000000,partial,nonpositive_stockholders_equity,https://data.sec.gov/api/xbrl/companyfacts/CIK0000060667.json,https://hfdatalibrary.com/pages/data
LRCX,0000707549,Lam Research,Information Technology,Semiconductor Materials & Equipment,326.04,2026-08-14,5,ok,,2026-08-07,2026-08-04,23232690000.0,8199795000.0,7265396000.0,4891252000.0,5579171000.0,4561791000.0,12470921000.0,1251321000.0,407980698840,-1017380000,406963318840,0.0178081855849002,0.011988929902584,56.1539520818962,83.4102799937521,49.6309138021133,0.35294212594409,0.0775245108932428,5,5,-0.207999914950201,32.7145604434508,4677370000,5,4605286000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000707549.json,https://hfdatalibrary.com/pages/data
LULU,0001397187,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",120.84,2026-08-14,5,ok,,2026-06-04,2026-05-29,10749895000.0,2511680000.0,239033000.0,1315421000.0,881320000.0,,4825601000.0,108437957.0,13103642723.88,,,0.0182417214080774,0.100385902433282,54.8193877995089,9.96155810488049,,0.233646933295628,0.153944378095159,5,5,,2.71544264100575,994606000,5,1550190000,partial,missing_total_debt,https://data.sec.gov/api/xbrl/companyfacts/CIK0001397187.json,https://hfdatalibrary.com/pages/data
LUV,0000092380,Southwest Airlines,Industrials,Passenger Airlines,44.905,2026-08-14,5,ok,,2026-07-23,2026-07-22,27472000000.0,317000000.0,392000000.0,404000000.0,3791000000.0,2875000000.0,7082000000.0,489208201.0,21967894265.905,-916000000,21051894265.905,0.0178442228123976,0.0183904745311444,56.0405465966964,54.3759759057054,66.409761091183,0.0115390215492137,0.154613708458002,1,5,-2.26732673267327,3.1019336721131,-356000000,5,465000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0000092380.json,https://hfdatalibrary.com/pages/data
LVS,0001300514,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,45.705,2026-08-14,5,ok,,2026-07-24,2026-07-22,11615000000.0,2486000000.0,1672000000.0,629000000.0,3376000000.0,9496002000.0,581000000.0,647701184.0,29603182614.72,6120002000,35723184614.72,0.0564804136690563,0.021247715429328,17.70525276,47.0638833302385,14.3697444146098,0.214033577270771,0.32415098794495,3,5,9.72973290937997,50.9521215399656,1637000000,5,1431000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001300514.json,https://hfdatalibrary.com/pages/data
LYB,0001489393,LyondellBasell,Materials,Specialty Chemicals,62.81,2026-08-14,5,ok,,2026-07-31,2026-07-29,31747000000.0,667000000.0,262000000.0,463000000.0,2630000000.0,4305000000.0,10671000000.0,323037952.0,20290013765.12,1675000000,21965013765.12,0.0129127561485639,0.0228191072396378,77.442800630229,43.8229238987473,32.9310551201199,0.0210098591992944,-0.101047884679985,5,5,3.61771058315335,1.90141634009184,3411000000,5,2121000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001489393.json,https://hfdatalibrary.com/pages/data
LYV,0001335258,Live Nation Entertainment,Communication Services,Movies & Entertainment,185.35,2026-08-14,5,ok,,2026-07-30,2026-07-23,23721438000.0,1001503000.0,1146644000.0,1121791000.0,9071949000.0,1715688000.0,82330000.0,235633860.0,43674735951,-7356261000,36318474951,0.0262541713196951,0.0256851238038066,38.0891854411657,38.933041850933,36.2639702037837,0.0422193207679905,0.415999503943867,5,5,-6.55760386738706,530.483857050893,1078541000,5,690740000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001335258.json,https://hfdatalibrary.com/pages/data
MA,0001141391,Mastercard,Financials,Transaction & Payment Processing Services,562.19,2026-08-14,5,ok,,2026-07-30,2026-06-30,27899000000.0,16868000000.0,13586000000.0,16552000000.0,11291000000.0,24643000000.0,5611000000.0,122530193.0,68885249202.67,13352000000,82237249202.67,0.197226549330294,0.240283662926176,5.07031129123141,4.16174777686503,4.87534083487491,0.604609484210904,0.147926117620665,5,5,0.806669888835186,12.2768221712119,11609000000,5,11195000000,ok,,https://data.sec.gov/api/xbrl/companyfacts/CIK0001141391.json,https://hfdatalibrary.com/pages/data
